Epoch,Train_total_loss,Val_total_loss,Train_commit_loss,Val_commit_loss,Train_codes_usage,Val_codes_usage,Train_recon_loss,Val_recon_loss
1,304.8847330535478,21.5716935875801,0.0668265365392123,0.13725766276010365,1.0,1.0,304.8179068484805,21.43443590383721
2,13.966739154541758,9.646084134908513,0.18700170712083294,0.23909995567206974,1.0,1.0,13.779737442574506,9.406984189243982
3,8.14075277070687,6.925901999569241,0.328667609856996,0.4242883313608522,1.0,1.0,7.812085168414534,6.501613671323944
4,6.34095562914231,5.909022904751545,0.5099821397218433,0.5899026401757942,1.0,1.0,5.830973490238693,5.319120265110745
5,5.579982101350803,5.361647319894406,0.6751028435283125,0.7520409438526996,1.0,1.0,4.904879257193085,4.609606375789944
6,5.180215367923442,5.057265645725045,0.7951165253597429,0.8093640751420759,1.0,1.0,4.385098843350455,4.247901571841779
7,4.929508171715983,4.908521256451873,0.8686785239572887,0.9076018656949181,1.0,1.0,4.0608296487500075,4.00091939390398
8,4.738569362299495,4.733619739034989,0.9130269942181667,0.9178582465132539,1.0,1.0,3.8255423653591523,3.8157614903817585
9,4.576271045988439,4.5201793155045795,0.931186908448888,0.899500866877869,1.0,1.0,3.645084140167317,3.6206784502631635
10,4.430098895664074,4.422376642257384,0.9367226118806046,0.9310461633308637,1.0,1.0,3.4933762845544907,3.4913304833952954
11,4.298135404098374,4.298282225255352,0.9334406298845849,0.9259495927136954,1.0,1.0,3.364694776164944,3.372332632604597
12,4.189678060655987,4.196400714650703,0.9278792723808772,0.9287122061285323,1.0,1.0,3.261798791170372,3.2676885077668847
13,4.1012416334061585,4.130533165010253,0.9238106339162859,0.9096559128766327,1.0,1.0,3.177430999631489,3.2208772551547638
14,4.02583550714515,4.021299966411329,0.9180696428514459,0.8975639916649589,1.0,1.0,3.1077658644825252,3.123735970655238
15,3.952469991970465,3.9823265898945213,0.9100912542032213,0.8955639868880275,1.0,1.0,3.042378736272407,3.086762606027637
16,3.881490120162682,3.884145105275332,0.9009678220767784,0.8834261441054541,1.0,1.0,2.9805222955525488,3.000718963435736
17,3.8158702771666184,3.8235987551990256,0.8920281092934271,0.8702672033904095,1.0,1.0,2.9238421679046613,2.9533315568438554
18,3.764978825794228,3.797254212932325,0.8863567157305281,0.8876290554859319,1.0,1.0,2.8786221089937114,2.909625162418692
19,3.719982977213049,3.7624835935288523,0.8816293723637351,0.8697876910725264,1.0,1.0,2.8383536044244657,2.8926959015122184
20,3.676724167597709,3.7439788359649078,0.8770525438952975,0.8800355140611513,1.0,1.0,2.7996716229943313,2.8639433215261136
21,3.641125957276023,3.6963234086222987,0.8719298096871301,0.8785667029202551,1.0,1.0,2.769196147085369,2.8177567064573292
22,3.6080646477757687,3.6730362304034934,0.8688833827296432,0.8799067158507696,1.0,1.0,2.739181266603903,2.793129516126236
23,3.577164928286229,3.6675526985019413,0.866264624023513,0.8467572157083368,1.0,1.0,2.71090030544285,2.820795487199439
24,3.543649140041255,3.5876806185137258,0.8607650306842899,0.844188644805453,1.0,1.0,2.6828841093097595,2.7434919791840953
25,3.5152579368482546,3.5650354159293736,0.8575526936945467,0.8479541504269794,1.0,1.0,2.6577052433110593,2.7170812645582867
26,3.4877990603824602,3.5281597815194377,0.8505923162197739,0.8345108000126912,1.0,1.0,2.6372067432657844,2.6936489785485436
27,3.4633829604358333,3.5305098195765816,0.8506704879159535,0.8502772822425383,1.0,1.0,2.6127124736528082,2.6802325377116865
28,3.437622856313349,3.5327737721621424,0.8465269297959308,0.8408102187964329,1.0,1.0,2.5910959246292036,2.691963551036911
29,3.4138261788498134,3.4812070918058016,0.8425114036802254,0.845204387760968,1.0,1.0,2.5713147746660643,2.636002704988941
30,3.3910021659816834,3.437592453035155,0.8377021845378997,0.8207360239190058,1.0,1.0,2.553299980468206,2.61685643175965
31,3.3720344784015586,3.4390847453849496,0.8348845007741842,0.8282271104352401,1.0,1.0,2.5371499783826605,2.6108576360196976
32,3.358597696456889,3.448192609023645,0.83568175137043,0.8345611850714356,1.0,1.0,2.522915944441319,2.613631425966305
33,3.3369212307295553,3.415555142550685,0.8328944001397965,0.8307310268518917,1.0,1.0,2.5040268310460774,2.5848241162023173
34,3.3150693594213525,3.369278183708473,0.8279904868559953,0.814532308606185,1.0,1.0,2.487078870614202,2.554745871262918
35,3.30025796710249,3.3885452377254883,0.8267130902097998,0.8399581873303608,1.0,1.0,2.4735448775850353,2.548587045800472
36,3.288036348260821,3.3859446177135175,0.8258133277753339,0.8397355698355904,1.0,1.0,2.4622230198403474,2.5462090450456047
37,3.268445871951336,3.347017435740518,0.8206574268709895,0.815541001345565,1.0,1.0,2.4477884452219625,2.5314764349614176
38,3.2560412012032747,3.376881649778662,0.8210560243572831,0.8364716695883206,1.0,1.0,2.4349851753983605,2.540409978365067
39,3.242024463736142,3.3493002405136414,0.8200149483734854,0.8193287727321718,1.0,1.0,2.422009517896012,2.5299714684108747
40,3.2291911662946657,3.325331895127342,0.8183308181912494,0.8181568758666452,1.0,1.0,2.410860348056211,2.507175021589495
41,3.2191902023937784,3.3127269903483083,0.8163314835889287,0.8107910468434835,1.0,1.0,2.4028587204098324,2.5019359456448016
42,3.2069222616796886,3.3083500348527175,0.8147459871508378,0.79974662760369,1.0,1.0,2.3921762721843174,2.508603408696659
43,3.1967015605667704,3.287874461479147,0.8145554010788767,0.8026594804106192,1.0,1.0,2.382146160321855,2.4852149807538253
44,3.1829453215805503,3.286577839282397,0.8107612590760842,0.7994964825817499,1.0,1.0,2.3721840631496063,2.487081362931756
45,3.172938426923097,3.2646889527974436,0.8103416784417667,0.8079872185476479,1.0,1.0,2.3625967480564825,2.4567017352568437
46,3.1637975310448483,3.2733899381369698,0.809822943513975,0.8254774202137336,1.0,1.0,2.3539745875623437,2.4479125174197125
47,3.153059654590824,3.259430108377523,0.806357163105872,0.7980300018754655,1.0,1.0,2.346702492602146,2.461400102033283
48,3.1427415462078994,3.2272691842495074,0.8073139063061983,0.79354061810998,1.0,1.0,2.3354276391936204,2.4337285707971237
49,3.132259970922279,3.2445019129840724,0.8047395185375666,0.8076462158431725,1.0,1.0,2.327520452872501,2.436855701735556
50,3.123507481064439,3.2445557731761347,0.8029355790068758,0.8000067105514824,1.0,1.0,2.320571900924634,2.4445490572747106
