Epoch,Train_total_loss,Val_total_loss,Train_commit_loss,Val_commit_loss,Train_codes_usage,Val_codes_usage,Train_recon_loss,Val_recon_loss
1,72.24535225235799,8.668087433610571,0.1591987220123961,0.27092461006316615,1.0,1.0,72.08615346619547,8.397162827670007
2,6.461589298001564,5.542000026360484,0.41264368408805085,0.5970970812984354,1.0,1.0,6.048945619035296,4.944902943708828
3,5.0183047752949355,4.594676058043144,0.6358030429454137,0.6785567390251562,1.0,1.0,4.382501728683238,3.916119324745573
4,4.3330019772871,4.174576936327039,0.6644502899588853,0.665580918569877,1.0,1.0,3.6685516842441297,3.508996018638329
5,3.9384454652399548,3.9000278249335767,0.627576603997723,0.5982271990214633,1.0,1.0,3.3108688599204816,3.301800627391215
6,3.7017979441247997,3.627447638113874,0.5936270750185756,0.5803886180253819,1.0,1.0,3.108170869106224,3.0470590203717243
7,3.54299534518968,3.480974164406878,0.569791819778327,0.5505950299210634,1.0,1.0,2.9732035276378723,2.930379135681684
8,3.4177758443191917,3.3966868870361555,0.5494719438467257,0.545884164075791,1.0,1.0,2.868303901416573,2.8508027209147984
9,3.3280867530778444,3.274101015632734,0.535710727967078,0.5047475395383906,1.0,1.0,2.7923760258660524,2.769353474583772
10,3.257658531006186,3.2795149071541356,0.5234271811897676,0.5348264361321612,1.0,1.0,2.7342313487778998,2.744688474137529
11,3.1896910075149414,3.22639614828285,0.5122270472544426,0.5256080292912698,1.0,1.0,2.677463961251812,2.7007881215406697
12,3.1366979121658343,3.1607348765339998,0.5022580698997947,0.5016287724785468,1.0,1.0,2.634439842313245,2.6591061055345544
13,3.0856542813236634,3.1373438011882424,0.4923804670871248,0.48749713651607757,1.0,1.0,2.593273814338817,2.649846666088326
14,3.0401364220611145,3.064971992307379,0.48382484381025165,0.4894449496533576,1.0,1.0,2.5563115801705476,2.5755270424966703
15,3.0049362049812753,3.0453544677625612,0.47693930929792216,0.4763181468879031,1.0,1.0,2.527996895431591,2.5690363255322546
16,2.967808775375612,2.9640208388331573,0.46962106059508946,0.4710934005732773,1.0,1.0,2.498187714953609,2.492927437221362
17,2.927965231593836,2.943243761374807,0.4598054861396142,0.45026400071640577,1.0,1.0,2.468159746437667,2.492979762294854
18,2.8999038929672403,2.933913608287179,0.4532216040234631,0.42978645091701334,1.0,1.0,2.4466822883458423,2.504127155891064
19,2.8675005187328666,2.8724253227995216,0.44696119429254483,0.4483449648212103,1.0,1.0,2.42053932489664,2.424080362667378
20,2.8349032468126087,2.8693158075197696,0.44113427454875165,0.4319401388749905,1.0,1.0,2.393768969344992,2.4373756726415006
21,2.8102248723303,3.0357510686046596,0.4372563168894275,0.41164999098813015,1.0,1.0,2.3729685564479204,2.624101078875339
22,2.781584435241905,2.8037466723412874,0.4303820217628162,0.4327634927967156,1.0,1.0,2.351202412354027,2.3709831792928098
23,2.754087447994236,2.830857254761451,0.4227589096838595,0.42588711445787264,1.0,1.0,2.331328537012229,2.4049701427582577
24,2.728176746190916,2.739062305992231,0.41877241193492915,0.409595905129484,1.0,1.0,2.3094043347123057,2.329466398943062
25,2.709242544745694,2.730401395870237,0.4137851364729649,0.402884123443676,1.0,1.0,2.2954574088234585,2.327517272678323
26,2.691419866671658,2.698124214109926,0.410219919797989,0.39042948417703854,1.0,1.0,2.281199946637642,2.3076947329540314
27,2.675265987672171,2.7448182461002433,0.4079653488938257,0.4173860727418942,1.0,1.0,2.267300639950612,2.327432174617159
28,2.662050614135444,2.675860594041496,0.4054284609043863,0.3964611325873241,1.0,1.0,2.2566221537345816,2.2793994605730052
29,2.6491359762430444,2.661645783038678,0.40402743161322574,0.4034382605250559,1.0,1.0,2.2451085454559125,2.2582075239612536
