Epoch,Train_total_loss,Val_total_loss,Train_commit_loss,Val_commit_loss,Train_codes_usage,Val_codes_usage,Train_recon_loss,Val_recon_loss,Train_flatness_loss,Val_flatness_loss
1,162.34744371053662,18.414978993089893,0.1236068209222151,0.19707875928295313,1.0,1.0,162.22383696526887,18.217900175585527,0.1532459709855897,0.1750873979888385
2,13.906770701141518,10.063670613091706,0.22899173535288575,0.2738963682440263,1.0,1.0,13.677778951973195,9.789774254907536,0.23665505326662797,0.27053844689819884
3,7.963653599196276,6.876944433284711,0.30962918524127825,0.35414404519499604,1.0,1.0,7.654024426259864,6.522800371113709,0.3035093870057224,0.31754956818834135
4,6.262962031641379,5.844065145098208,0.3901045792583679,0.42378852261772637,1.0,1.0,5.87285744073902,5.42027661770205,0.3455633392681416,0.37414052830969735
5,5.440867818773989,5.162194956204056,0.46217788587527897,0.4837840816894161,1.0,1.0,4.978689934912805,4.678410868101482,0.38552920858610773,0.4174686459046376
6,4.917334890919477,4.782436411089032,0.5066855457604498,0.541517397270927,1.0,1.0,4.410649344183449,4.24091901557858,0.41454774112988424,0.4051362825596886
7,4.520472484506045,4.510222286111695,0.5191177657186796,0.5788706387648602,1.0,1.0,4.0013547092204105,3.9313516415624177,0.4399020003101768,0.4299168833197421
8,4.216862098216507,4.140067068333364,0.5145022671476966,0.47688536201348286,1.0,1.0,3.7023598384957883,3.6631816922360834,0.45796681951570156,0.5035745786966653
9,3.9747335261251253,3.9196496442400455,0.5027653311537589,0.5042658400434985,1.0,1.0,3.471968197898099,3.4153837976576407,0.47125204280412186,0.48298280400062915
10,3.7900970196144885,3.7970009664945965,0.4875882089515674,0.48816254709843343,1.0,1.0,3.3025088116384986,3.3088384167554508,0.48048668870074945,0.48890262603256773
11,3.6458386010328088,3.621312582040135,0.47304345288145755,0.44614996663628753,1.0,1.0,3.1727951484345835,3.175162621188264,0.4834236520900142,0.491302984927777
12,3.5267970164197298,3.5250119237457147,0.4563384438769493,0.4145714424330474,1.0,1.0,3.0704585760674483,3.1104404785462068,0.4865414956240367,0.5351476918292951
13,3.436573990295152,3.429230435488093,0.4383641536157763,0.4428490073369022,1.0,1.0,2.9982098369940786,2.986381430163162,0.49114620078201654,0.47744550860883817
14,3.3526905975220953,3.4055615789276636,0.42012809344430657,0.434384222146328,1.0,1.0,2.932562505053366,2.971177346595732,0.4928597586333689,0.49692216855061205
15,3.2855309830799526,3.292727419092685,0.40582724297940415,0.39357124878887384,1.0,1.0,2.879703740006138,2.8991561690463294,0.4873178406464135,0.48916403012436654
16,3.219918857532167,3.2135126711447026,0.391488762818269,0.37075953971484543,1.0,1.0,2.828430095720946,2.842753135705296,0.48105749078763704,0.5060713937513939
17,3.180715840117103,3.2669987396851874,0.37939136474537877,0.34303761597424115,1.0,1.0,2.8013244752773137,2.923961119309759,0.4815102158529328,0.5399123533365595
18,3.133767496821999,3.134020318461873,0.3712689678608553,0.3571060638135999,1.0,1.0,2.7624985260344106,2.776914256534496,0.4849071823052645,0.4963583716108829
19,3.1002523033017217,3.125762207095633,0.3649665934231364,0.3745274742444356,1.0,1.0,2.7352857091232994,2.7512347386356146,0.48661024224921795,0.4749429165562497
20,3.069287411892175,3.069882471350175,0.35710904291715895,0.3476329454641302,1.0,1.0,2.7121783695100103,2.722249521987851,0.4887197841875405,0.5065527842517643
21,3.0357039173653915,3.0499442106560815,0.3497096471323257,0.3437061048258206,1.0,1.0,2.685994269351899,2.7062381008003333,0.4900393809222369,0.5033964956108528
22,3.0068811589838207,3.061047487621066,0.34168384338256047,0.32366919328894794,1.0,1.0,2.665197316041844,2.7373782914399096,0.49154006245269694,0.5126444078698943
23,2.9744685544635328,3.1550834098445715,0.33300322341440597,0.3741419263781375,1.0,1.0,2.641465335864074,2.7809414773047725,0.4920604605672226,0.4352360890887458
24,2.944489530676144,3.0632979598226426,0.32784552002028655,0.38090917971063765,1.0,1.0,2.616644010876149,2.6823887714353796,0.49497186574286367,0.4439659610327789
25,2.93012116728262,3.189988655380056,0.32364622343807564,0.3465465966156263,1.0,1.0,2.6064749453865863,2.843442055746473,0.5005557843284345,0.47528301550366203
26,2.9111691216103255,2.9042425688812,0.3193053753600075,0.2961125571264999,1.0,1.0,2.5918637485161753,2.608130005341542,0.5006897648700062,0.5371524135774701
27,2.885329122150586,2.998539783783603,0.3118775669158827,0.3448970560534594,1.0,1.0,2.5734515524967922,2.6536427278558916,0.4973485676262925,0.4649143390011687
28,2.8610436543743614,2.8884798293375264,0.3084891600241253,0.31860371154068895,1.0,1.0,2.552554494350236,2.5698761175453413,0.4928063312830618,0.4820040943501871
29,2.8453899940442384,2.8842064006419124,0.3028620784549552,0.2715370637455067,1.0,1.0,2.5425279122849074,2.6126693361419164,0.48857415845930385,0.5620129857888202
30,2.8303693539237775,2.836947204694466,0.2991385360768629,0.27675521486922156,1.0,1.0,2.5312308157384082,2.5601919954839136,0.4834164487711354,0.5162122018226591
31,2.814401128853513,2.8428152573259573,0.29537134777278556,0.29751646757628847,1.0,1.0,2.5190297786889886,2.5452987926418773,0.48525365740218157,0.48542532626586626
32,2.798028637262685,2.853940063388036,0.28871802169015315,0.2874170705864701,1.0,1.0,2.509310612331096,2.566522989594987,0.486218266464463,0.49378196260094137
33,2.7834001697733637,2.9514356675530284,0.28707393925192487,0.33420728983255377,1.0,1.0,2.4963262305214386,2.6172283782234675,0.48242052996171186,0.4211375067002663
