Epoch,Train_total_loss,Val_total_loss,Train_commit_loss,Val_commit_loss,Train_codes_usage,Val_codes_usage,Train_recon_loss,Val_recon_loss,Train_flatness_loss,Val_flatness_loss
1,94.87360378656115,17.86956691339549,0.1420102391329052,0.22079790587918166,1.0,1.0,94.57359952836002,17.478920924512646,0.15799419955921196,0.16984806055761087
2,13.197920221209904,9.487722553784334,0.2769844940968778,0.34181990666228507,1.0,1.0,12.72195078881011,8.929258736880017,0.19898495038749045,0.2166439480293652
3,8.174594077036776,7.376736924618105,0.4045325195084404,0.4641366375901025,1.0,1.0,7.543898310052052,6.676369970860864,0.22616325007257895,0.23623033741858437
4,6.882824326769981,6.481274021325735,0.5550997126001743,0.6143535204577547,1.0,1.0,6.099300465588836,5.629817672922641,0.22842414175192682,0.23710283913692845
5,6.221596181077968,6.047670770798051,0.7067417655978057,0.7955873676493198,1.0,1.0,5.294008441308735,5.055391040029405,0.22084597365216696,0.19669236858937308
6,5.763159926111368,5.677624750740921,0.8390655629612198,0.8758250482474701,1.0,1.0,4.716299646633353,4.594624764808622,0.20779471440828842,0.2071749594392656
7,5.386220147516559,5.514361433842011,0.9333700042969322,1.0006342308933724,1.0,1.0,4.259263005150912,4.327328002905544,0.1935871344968409,0.18639919262395127
8,5.082042182007964,8.511868094593162,0.983189760820415,0.9480493430849872,1.0,1.0,3.9180266753924813,7.3716750064479655,0.18082574666049941,0.1921437527308484
9,4.844985001693935,12.289528617376014,1.0159414461572922,1.0221457647371897,1.0,1.0,3.6580752581200606,11.096700616023712,0.17096830284519962,0.17068221266008127
10,4.6631950526454,11.761560218746652,1.0324877520675015,1.0492129753410564,1.0,1.0,3.4676674595604227,10.549946064687479,0.16303983838971087,0.16240118073008736
11,4.489812519129881,14.273303699895802,1.0277616375351153,1.0370435488374927,1.0,1.0,3.3035902105893356,13.074315883942294,0.15846067923489945,0.16194424573882218
12,4.325459263266833,12.169884118349744,1.0131471296801864,0.9961103598276774,1.0,1.0,3.160631551410228,11.022070232825943,0.15168057545752056,0.1517034813698837
13,4.187203327730817,6.865318598123542,0.9925086765128179,0.9817425591030201,1.0,1.0,3.0485443645948593,5.734175464774989,0.14615027485326829,0.14940057468565204
14,4.0790962855692525,9.612876622485713,0.9795639769202679,1.0283366519690567,1.0,1.0,2.9565834032318534,8.437969074973577,0.142948909760025,0.14657083367496604
15,3.9868979814060133,7.77881499383017,0.9630199503369921,0.9958584829221798,1.0,1.0,2.8830037434224467,6.641949345793905,0.14087429148594455,0.1410071845421811
16,3.898351187439126,12.71368209017983,0.9460099601947015,0.9527486738776356,1.0,1.0,2.813277894113736,11.617515580060612,0.1390633419974301,0.14341782637034792
