Epoch,Train_total_loss,Val_total_loss,Train_commit_loss,Val_commit_loss,Train_codes_usage,Val_codes_usage,Train_recon_loss,Val_recon_loss,Train_flatness_loss,Val_flatness_loss
1,231.07681091534172,25.271511584897585,0.10892983245512877,0.19679990756612287,1.0,1.0,230.80565217329305,24.89659600720627,0.16222766243764533,0.17811561309838597
2,19.62029420032924,16.273750542588374,0.24949168032300761,0.3064461566727876,1.0,1.0,19.125729792473056,15.688326433238098,0.24507271856415738,0.2789779411086553
3,14.170012951400741,12.323934683819864,0.3672776810093188,0.42918703022888444,1.0,1.0,13.499539548517406,11.592114303685442,0.3031957142896864,0.30263332664212095
4,10.61566182250332,9.051555106408486,0.48850705879794504,0.5808556032080188,1.0,1.0,9.809034531320412,8.164287237175406,0.31812020352674764,0.3064122321987957
5,8.157567586667183,7.613768120858237,0.6154234956914545,0.7041912136701592,1.0,1.0,7.234837777259609,6.6243373633437015,0.30730631469169667,0.28523954308988675
6,7.253071210955868,7.000858174094671,0.7548372246395824,0.8314725899998145,1.0,1.0,6.215576917090411,5.908070866065689,0.28265706853352984,0.26131473450218073
7,6.74654731428233,6.5496883432573405,0.8770401260669027,0.9325887729347003,1.0,1.0,5.611243190584112,5.377126935162122,0.25826399914188647,0.2399726374868602
8,6.3649481619298145,6.253438889225827,0.9820131457468776,1.0735068590329166,1.0,1.0,5.146144101586992,4.964401665619154,0.23679092183410178,0.21553036124142916
9,6.021328795673729,5.835517420547421,1.0586384599035117,1.0246197453028039,1.0,1.0,4.752819986252749,4.5946384442003465,0.2098703529319894,0.2162592408526296
10,5.709836404451976,5.6835970918840495,1.1002363113818223,1.1575905205328254,1.0,1.0,4.420218249434781,4.342862960155503,0.18938184665651733,0.18314361018973563
11,5.433842251645726,5.378664489536849,1.1192960654795485,1.1451100639150114,1.0,1.0,4.135656430326017,4.055645678113785,0.17888975354283262,0.17790873807693836
12,5.1767004334309785,5.341908217482426,1.1131271350471876,1.23415935894608,1.0,1.0,3.891688516046832,3.939069348548535,0.1718847782458272,0.16867951369738277
13,4.961082598475746,4.968331389286347,1.108081954837223,1.108911702150031,1.0,1.0,3.6875188980082396,3.6889860137102475,0.16548175648751706,0.1704336843032877
14,4.776250715870036,4.907096436255089,1.0951033548669302,1.0189700046169103,1.0,1.0,3.5213566340010423,3.715948895563053,0.15979071309221585,0.17217753142244202
15,4.634624646860543,4.657623212548751,1.082325266369293,1.0863057518307166,1.0,1.0,3.3983051711427876,3.4213344920033646,0.15399420667349223,0.14998297563082055
16,4.510907291484861,4.495322466902592,1.0676344454351423,1.0187985456945523,1.0,1.0,3.294732861936785,3.320313040214249,0.14853997586772963,0.1562108862123409
17,4.404534427014425,4.501520692044672,1.0570343703251832,1.1135652837371022,1.0,1.0,3.203471677985589,3.251892966057178,0.14402838037157512,0.13606244599140144
18,4.316270853171504,4.414564084403122,1.0430737981197071,1.0033264952369882,1.0,1.0,3.1329793625421734,3.265809062161023,0.14021769734030667,0.14542850896024503
19,4.243211239418988,4.390218621064842,1.0324780334892596,1.0499840979837667,1.0,1.0,3.0742004154350338,3.2026647565737054,0.13653278790626758,0.13756977945943422
20,4.173587732858869,4.213904769108768,1.0153688529728584,1.0036800986603847,1.0,1.0,3.0249392585996087,3.0683396104015883,0.13327961709299208,0.1418850848191901
21,4.111894793847798,4.2860940035888415,1.0022330868206406,1.0284775445229897,1.0,1.0,2.9795123851034937,3.13271314182362,0.1301493181944397,0.12490330347280462
22,4.0558616120561,4.1643433510502685,0.9894301891326904,0.9931797943537748,1.0,1.0,2.9387703888519514,3.0397781319759063,0.12766103356793412,0.13138542402897202
23,4.011671870915414,4.084774769811188,0.9805363356248882,0.9758817661663651,1.0,1.0,2.905614329995676,2.9814585271263927,0.12552120281656792,0.12743450229680992
24,3.966639188426097,4.047373825990701,0.9705729227131498,0.965435738050485,1.0,1.0,2.872437473335387,2.950454076131185,0.12362879513907457,0.13148399920277454
25,3.932430816175064,4.024773896494998,0.9622923140792685,0.9704793213791988,1.0,1.0,2.848018628616897,2.9345650240338803,0.12211986735006825,0.11972953184244502
26,3.8996190934145964,4.6305557987357995,0.9546095125904305,0.9740737017699937,1.0,1.0,2.823584298020054,3.5323683199500233,0.12142528455071112,0.12411380049925816
27,3.864112323037926,3.998622183055314,0.9456701932638223,0.9256600123920521,1.0,1.0,2.7981566529339443,2.946856574167179,0.12028547588818428,0.1261056071846797
28,3.8319465816965073,3.9330473378740787,0.93599250229762,0.9095744596251959,1.0,1.0,2.776847004764561,2.899234502124384,0.11910707554696354,0.12423837911101836
29,3.8031809188999874,3.8839834943602356,0.9286542580145339,0.9174414201627804,1.0,1.0,2.7560373276566503,2.8471129312796934,0.11848932750121845,0.11942914291776183
30,3.7801840400997917,3.9053403425820266,0.92434005060065,0.9364745971522753,1.0,1.0,2.737747871384827,2.8442107776046304,0.11809612253588381,0.12465497024577378
31,3.755028310018457,3.9786579940892475,0.9168445984060938,0.9392176760902887,1.0,1.0,2.7210134822942136,2.921412894494423,0.11717023248877671,0.11802742592518843
32,3.727416648784182,3.810949792338826,0.9083878781878583,0.8754130815654867,1.0,1.0,2.7024917111603233,2.81166726023839,0.11653705736683188,0.12386945072357161
33,3.6997306047296576,3.783687777660064,0.8987028387305351,0.8650249013920877,1.0,1.0,2.686082650389062,2.7948437320532173,0.1149451102050456,0.12381913858752713
34,3.6795833002551683,4.135622278044496,0.8950072158100487,0.8781778065464164,1.0,1.0,2.6708188968324107,3.1384954985687,0.11375719329308809,0.11894897645032859
35,3.6551564787106376,3.9056574171605494,0.8885358009947643,0.9173814641775461,1.0,1.0,2.6548876032280444,2.8746686353965147,0.11173307495988284,0.11360731610894706
36,3.6271113123284473,3.878688799178047,0.8778664756727571,0.8879619552616329,1.0,1.0,2.6403365381919595,2.881320305514436,0.10890830172090117,0.10940653676725139
37,3.602843370961287,3.7777870496114097,0.870145481579407,0.9087456696144136,1.0,1.0,2.625469110331792,2.766133624290112,0.10722878462818886,0.10290775727873613
38,3.579182393951174,3.6949134828672126,0.8622856874652246,0.8539853581396336,1.0,1.0,2.6106486871854306,2.7301828277764946,0.10624802598794637,0.11074528990918574
39,3.564103479496151,3.835437017151072,0.8587388425845153,0.8498951883255681,1.0,1.0,2.6002139954531707,2.877572953952516,0.1051506431106529,0.10796886836551915
40,3.543447317014652,3.6759608143995584,0.8525753286849106,0.8772560159365336,1.0,1.0,2.5863899973151296,2.689211747817349,0.10448199078645223,0.10949304706185176
41,3.5302859226275145,3.7326667510004485,0.8479513556803671,0.8719171356048262,1.0,1.0,2.578516433458016,2.7575399382707944,0.10381813082202812,0.10320967973410329
42,3.5074085806591837,3.5980409056828493,0.8419507456807678,0.8323612406786987,1.0,1.0,2.5626901928197747,2.658323388562424,0.10276764333090788,0.10735627537286735
43,3.49157348580446,3.9735598091334734,0.8351249455650354,0.7942597951567123,1.0,1.0,2.5542404699476617,3.071282571881129,0.10220807087396241,0.10801745218692449
44,3.4728994709385486,3.8300666819141886,0.8286189533840892,0.8424450536317463,1.0,1.0,2.5427018835778723,2.881686915828206,0.10157863341799003,0.10593470880753883
45,3.4582214227070147,3.7322019061961758,0.8253330453018705,0.8325512472084303,1.0,1.0,2.5317451241401585,2.795824192747285,0.10114325446872298,0.10382646850392788
46,3.4461479547031324,3.6040105316709368,0.821814727002741,0.8342786627479747,1.0,1.0,2.5236065762851156,2.666869025693161,0.10072665108483847,0.10286286146328923
47,3.4313586125781694,3.5856477902408392,0.818570074083435,0.8162912593109195,1.0,1.0,2.5124206291206788,2.6671150233675154,0.10036790846141867,0.10224152170907597
48,3.417410108078873,3.7747410339645193,0.8140787387850922,0.7967373235819208,1.0,1.0,2.5030863979927718,2.8710064545965395,0.10024497078961782,0.10699725254804274
49,3.4072652855040277,3.5455055739809187,0.8118486368542865,0.8001783678803263,1.0,1.0,2.4958525784038312,2.64204023155985,0.0995640689556299,0.10328698381467208
50,3.3901634397577207,3.4889917232819245,0.8066916437436057,0.773744082149071,1.0,1.0,2.4846093939123586,2.6076108503945266,0.09886240417092504,0.10763679535957328
