Epoch,Train_total_loss,Val_total_loss,Train_commit_loss,Val_commit_loss,Train_codes_usage,Val_codes_usage,Train_recon_loss,Val_recon_loss
1,351.85222448038826,23.315657298441547,0.09588745283700502,0.16468019152518437,1.0,1.0,351.75633710742375,23.15097711154249
2,18.39024981601437,15.678592273023337,0.23427613441455705,0.31674170009437813,1.0,1.0,18.15597368318906,15.361850563299065
3,11.06385341629685,7.044574434930948,0.4136179842393149,0.5182837481987137,1.0,1.0,10.650235427218984,6.52629068610283
4,6.475063323848729,6.035089778799442,0.6304929477281656,0.7210356166395492,1.0,1.0,5.844570374287421,5.314054163355762
5,5.781390941885734,5.59257334867274,0.8440882184059844,0.9150934459163621,1.0,1.0,4.9373027254309045,4.677479908358081
6,5.476533773708243,5.3901491678755535,1.0062257412116908,1.059871457698101,1.0,1.0,4.470308033755362,4.330277713072715
7,5.243635439822389,5.158489204132821,1.0945601273866994,1.082412503840679,1.0,1.0,4.149075311806285,4.076076704446215
8,5.019603198030304,5.102337040644387,1.1204472262384773,1.1700896373394298,1.0,1.0,3.8991559702340504,3.9322474012908613
9,4.839016770611595,4.83896865159934,1.1273417315330778,1.1001860402453663,1.0,1.0,3.7116750417692232,3.738782615822749
10,4.684637388999258,4.697025507027647,1.1208904227900782,1.091535781416747,1.0,1.0,3.563746966681234,3.605489729072627
11,4.567380432153579,4.717420838828324,1.117773265150054,1.1368337455495736,1.0,1.0,3.449607164202673,3.5805870962998934
12,4.460026613950981,4.4850260375545545,1.1080200871671013,1.10995349832422,1.0,1.0,3.3520065242033197,3.3750725358944886
13,4.368042374425101,4.480526350871311,1.097079393447012,1.0755003717784015,1.0,1.0,3.270962981009559,3.405025977645278
14,4.291492092823403,4.373138807139654,1.087226787363715,1.0715135990503346,1.0,1.0,3.2042653010538538,3.3016252082152
15,4.206326064363578,4.339673553625911,1.0723057972088283,1.0641756478811142,1.0,1.0,3.1340202663994643,3.2754979065630225
16,4.133106992073523,4.236040132224497,1.0563975802790904,1.0448819577001593,1.0,1.0,3.0767094124081016,3.1911581713143726
17,4.072437195113242,4.181886002531525,1.0423854454454928,1.045912388889188,1.0,1.0,3.0300517491327548,3.135973614397623
18,4.007807229552123,4.094716262918087,1.0296856158952905,1.0213789126059825,1.0,1.0,2.97812161463241,3.0733373426963055
19,3.955191597074994,4.038854479160329,1.0201150999181248,1.004113584977143,1.0,1.0,2.9350764969208423,3.034740893113198
20,3.9085498530232794,4.045665694390833,1.0108660577846555,0.9776493371980621,1.0,1.0,2.8976837946721594,3.0680163478146385
21,3.866744722899565,4.034002908054098,1.0032763871685881,0.9933417650940803,1.0,1.0,2.863468337713602,3.0406611466735067
22,3.8243753028897824,4.0545497912413975,0.9938871348325906,1.0116836811320458,1.0,1.0,2.8304881678211653,3.042866110424054
23,3.7893101668030558,3.950788886393514,0.9867906322606388,1.0017509943832188,1.0,1.0,2.802519532606997,2.949037893017343
24,3.7555192780091873,3.8464445607085667,0.981328185864084,0.952699089188762,1.0,1.0,2.774191091594374,2.893745472463912
25,3.7273423470942246,3.9057808534144853,0.9771131255055179,0.9861328347557575,1.0,1.0,2.750229221525766,2.9196480186587275
26,3.6985791106536245,3.835230927784566,0.9722719131295255,0.9876330325570756,1.0,1.0,2.726307199239227,2.8475978951016097
27,3.6712224732734335,3.838929103571359,0.9668419258521502,0.9560417138913365,1.0,1.0,2.7043805445260207,2.882887395155845
28,3.6458486659096314,3.8115817848455316,0.9617640107964512,0.9527200200489733,1.0,1.0,2.6840846545467154,2.8588617671253562
29,3.6207391698987332,3.7395386625368467,0.9558097570662514,0.9499438186004018,1.0,1.0,2.664929413052773,2.7895948428664563
30,3.597797634483265,3.7560909640323272,0.9522171385562659,0.9575239552112165,1.0,1.0,2.645580496745225,2.798567008569349
31,3.5768548024871407,3.7158749589446733,0.9487140519660529,0.9521246860875751,1.0,1.0,2.6281407503165313,2.7637502711577047
32,3.556531124155272,3.7052921820844995,0.9456376168707734,0.9321638389776727,1.0,1.0,2.610893509581827,2.7731283423515407
33,3.5377011903991415,3.71425946788526,0.9418027419852606,0.9411768789905681,1.0,1.0,2.5958984460221424,2.7730825911605494
34,3.5186870493380296,3.6525680391942057,0.9387354916227153,0.9488273077932557,1.0,1.0,2.579951557683844,2.7037407289462707
35,3.5003019585780635,3.607063474977407,0.9331382659697608,0.9335273431246233,1.0,1.0,2.5671636915697844,2.673536134244522
36,3.4863997235846997,3.6183443683757197,0.9294790341710591,0.9204338430854814,1.0,1.0,2.55692068806042,2.697910528877846
37,3.4717832111380797,3.6086844194527035,0.9296450277410817,0.9346335559863097,1.0,1.0,2.542138185080656,2.6740508593123216
38,3.4547666537849806,3.5856119262127337,0.9267005408546615,0.9238380441066456,1.0,1.0,2.5280661120019468,2.6617738820431476
39,3.4416378985740317,3.5955733026848926,0.9255136137055243,0.9271844826253188,1.0,1.0,2.516124285230415,2.6683888181084185
40,3.426982421683661,3.5922258861968737,0.9218054368635669,0.9236520023381194,1.0,1.0,2.5051769862834603,2.668573881781718
41,3.4134881215714854,3.5505058511131793,0.919264267842898,0.8986493882810679,1.0,1.0,2.494223854452403,2.6518564690002795
